foodId;Title;Category;Ingredients;Total_Ingredients;Steps;Total_Steps;Loves
60;sate kambing tusuk;kambing;"[
    (""daging kambing"", ""200 gr""),
    (""bawang putih"", ""3 siung""),
    (""kecap manis"", ""2 sdm""),
    (""gula"", ""1/2 sdt""),
    (""garam"", ""1/2 sdt""),
    (""bawang merah"", ""3 siung""),
    (""cabai rawit"", ""3 buah""),
    (""penyedap"", ""opsional"")
]";9;"1) Note : klo mau lbh empuk bgt blh di kasi nanas parut skitar 10 - 15 mnitan dlu... Dagingx jngn di cuci biar g amis
2) Iris daging melawan serat.. Beri bumbu marinasi aduk rata simpan di ciller 30 mnitan..
3) Lalu kluarkan bakar deh... Pakai arang lbh enak
4) Goreng bawang merah + putih + cabai.. Bntr aja.. Haluskan.. Tumis dg 1 - 2 sdm minyak.. Masukan daging skalian.. Aduk"" kasi air agak banyak kasi gula garam + kecap.. Blh tmbh penyedap... Kecilkan api ungkep hingga meresap";4;134
68;makaroni telor;telur;"[
    (""makaroni elbow"", ""100 gr""),
    (""telur"", ""1 butir""),
    (""garam"", ""1/4 sdt""),
    (""kaldu bubuk"", ""1/4 sdt""),
    (""merica"", ""1/4 sdt""),
    (""bumbu tabur balado"", ""1/2 sdt""),
    (""cabe bubuk"", ""1/2 sdt"")
]";4;"1) Didihkan air lalu beri garam dan sedikit minyak, rebus makaroni hingga empuk, tiriskan
2) Kocok telur dgn diberi kaldu bubuk dan merica
3) Panaskan sedikit minyak goreng lalu masukan makaroni, tumis sebentar kemudian masukan kocokan telur, aduk2 hingga matang, matikan kompor
4) Beri bumbu tabur dan cabe bubuk sesuai selera
5) Sajikan hangat";5;129
73;pindang telur;telur;"[
    (""telur ayam rebus"", ""2 butir""),
    (""teh celup sariwangi"", ""1 kantong""),
    (""gula merah sisir"", ""1 sdm""),
    (""gula pasir"", ""1 sdm""),
    (""kecap manis"", ""1 sdm""),
    (""serai geprek"", ""1 batang""),
    (""daun salam"", ""1 lembar""),
    (""garam"", ""1/2 sdt""),
    (""kaldu"", ""1/2 sdt""),
    (""air"", ""300 ml"")
]";9;"1) Campur semua bahan..dan bumbu taruh si wadah.. aning pake wajan.... rebus hingga air habis atau tinggal sedikit dan bumbu meresap
2) Sajikan";3;124
79;dadar tahu telur;telur;"[
    (""tahu putih"", ""1 kotak""),
    (""telur"", ""1 butir""),
    (""cabe merah giling"", ""1 sdm""),
    (""batang daun bawang"", ""1 batang""),
    (""garam"", ""1/4 sdt""),
    (""kaldu jamur"", ""1/4 sdt"")
]";5;"1) Hancurkan tahu dg garpu. Campur telur dg semua bahan. Panaskan pan, beri secukupnya minyak, tuang adonan, goreng hingga satu sisi mulai mengeras n kecokelatan. Balik, goreng hingga matang. Sajikan.
2) Note: kalo gk asa cabe merah giling bisa diganti dg irisan cabe merah/ rawit.";2;120
81;tempe goreng telur;tempe;"[
    (""papan tempe"", ""1 buah""),
    (""telur"", ""1 butir""),
    (""tepung terigu"", ""3 sdm""),
    (""bawang putih ulek halus"", ""2 siung""),
    (""merica kaldu bubuk"", ""1/2 sdt"")
]";5;"1) Kukus tempe kemudian potong2 memanjang seperti stik
2) Kocok telur, terigu dan bumbu2, biarkan tetap ada gerindilnya
3) Masukan tempe ke telur kemudian goreng dgn api sedang hingga kuning keemasan
4) Angkat dan tiriskan
5) Sajikan hangat dgn saus sambal";5;119
84;telur acak mixed sayuran;telur;"[
    (""telur"", ""2 butir""),
    (""mixed sayuran beku (wortel, jagung, buncis)"", ""100 gr""),
    (""bawang putih cincang halus"", ""2 siung""),
    (""bawang merah"", ""2 siung""),
    (""garam"", ""1/2 sdt""),
    (""gula putih"", ""1/4 sdt""),
    (""merica bubuk"", ""1/4 sdt""),
    (""batang daun bawang"", ""1 batang"")
]";6;1) Tumis bawang putih dan bawang merah, tumis hingga bumbu harum. Masukan campuran sayuran beku, garam, gula, merica bubuk, tambahkan sedikit air, masak hingga airnya surut dan sayuran matang. Masukan daun bawang dan telur, lalu langsung di acak-acak bersamaan sayurannya, masak sampai telur matang seperti telur orak arik. Angkat dan sajikan.;1;118
94;telur krispi;telur;"[
    (""telur dadar"", ""1 lembar""),
    (""telur"", ""1 butir""),
    (""garam"", ""1/4 sdt""),
    (""merica bubuk"", ""1/4 sdt""),
    (""kaldu jamur"", ""1/4 sdt""),
    (""telur pencelup"", ""1 butir""),
    (""kecap asin"", ""1 sdt""),
    (""tepung bumbu krispi (me Kobe)"", ""3 sdm"")
]";7;"1) Buat telur dadar tipis aja, aq jadi 2 lembar. Potong"" telur dadar sesuai selera. Celup k dlm telur kocoktepungtelur kocoktepung, lalu goreng dengan minyak panas api kecil yaa...
2) Sajikan dengan saus sambal dan mayones jk sukaa... bisa buwat lauk sarapan ato cemilan...";2;114
99;tahu telur asin;tahu;"[
    (""tahu putih"", ""1 kotak""),
    (""telur asin"", ""1 butir""),
    (""tepung bumbu Kobe"", ""3 sdm""),
    (""air"", ""50 ml""),
    (""bawang putih cincang"", ""2 siung""),
    (""cabe keriting merah"", ""2 buah"")
]";6;"1) Potong tahu jadi 4 bagian, sisihkan
2) Panaskan penggorengan lalu siapkan tepung bumbu kemudian balurkan tahu ke tepung lalu goreng.Jangan dibolak balik, tunggu sampai warna kecoklatan, balik sekali lalu angkat jika kedua sisi sdh matang
3) Utk saos: ambil bagian kuning telur asin kemudian hancurkan dan beri air
4) Tumis cincang bawang putih dan irisan cabe hingga harum masukkan kuning telur asin, tumis hingga matang dan mengental, matikan kompor.Masukan tahu yg telah digoreng, kemudian tata dipiring
5) Sajikan";5;112
102;seblak telor;telur;"[
    (""krupuk mentah"", ""1 genggam""),
    (""telur ayam"", ""1 butir""),
    (""batang daun bawang halus"", ""1 batang""),
    (""garam"", ""1/4 sdt""),
    (""gula pasir"", ""1/4 sdt""),
    (""air"", ""150 ml""),
    (""bawang merah"", ""2 siung""),
    (""bawang putih"", ""2 siung""),
    (""cabe rawit"", ""3 buah""),
    (""kencur"", ""1 ruas"")
]";10;"1) Rendam krupuk hingga lunak. Tiriskan..
2) Tumis bumbu halus hingga harum. Masukan krupuk. Aduk rata..
3) Tambahkan air. Tunggu hingga mendidih. Masukkan telur. Aduk rata hingga berbulir. Bumbui dengan garam dan gula pasir.
4) Tambahkan daun bawang. Masak hingga air menyusut..";4;110
103;cah toge telur dadar;telur;"[
    (""mangkuk taoge"", ""1 mangkuk""),
    (""telur"", ""1 butir""),
    (""batang daun bawang halus"", ""1 batang""),
    (""bawang putih cincang halus"", ""2 siung""),
    (""bawang merah halus"", ""2 siung""),
    (""cabe merah serong"", ""1 buah""),
    (""saus tiram"", ""1 sdm""),
    (""kecap manis"", ""1 sdm""),
    (""lada"", ""1/4 sdt""),
    (""gula"", ""1/2 sdt""),
    (""garam kaldu bubuk"", ""1/4 sdt"")
]";10;"1) Dadar telur dgn sedikit garam dan lada. Iris panjang2. Sisihkan
2) Panaskan sedikit minyak, tumis bawang merah+putih, cabe smp harum.
3) Masukkan toge, daun bawang dan telur. Masukkan kan juga bumbu2. Koreksi rasa.
4) Masak smp taoge layu aja biar masi crunchy..";4;110
111;tempe kemul;tempe;"[
    (""tempe"", ""1 papan, potong""),
    (""tepung mendoan"", ""3 sdm""),
    (""batang kucai"", ""1 batang""),
    (""daun bawang"", ""1 batang""),
    (""air es"", ""100 ml""),
    (""kunyit uleg"", ""sejumput"")
]";6;"1) Campur tepung mendoan dengan kunyit dan daun kucai. Aduk rata.
2) Celup tempe lalu goreng dalam minyak panas hingga matang.
3) Sajikan.
4) Enak di makan dengan Mie Ongklok. Resep Mie Ongkloknya sudah di upload ya.";4;107
114;telur dadar simpel;telur;"[
    (""telur"", ""1 butir""),
    (""lada"", ""1/4 sdt""),
    (""cabe rawit merah"", ""2 buah""),
    (""garam"", ""1/4 sdt""),
    (""kaldu bubuk"", ""1/4 sdt""),
    (""minyak sayur"", ""secukupnya"")
]";6;"1) Dadar telur di mangkok, tambahkan cabe rawit, garam & lada bubuk. Kocok hingga tercampur rata.
2) Panaskan wajan, dadar telur & goreng hingga kuning keemasan. Sajikan🤗";2;106
122;kambing kecap;kambing;"[
    (""daging kambing"", ""1 piring, potong kotak""),
    (""bawang putih"", ""3 siung""),
    (""bawang merah"", ""3 siung""),
    (""jahe"", ""1 ruas""),
    (""cabe rawit"", ""3 buah""),
    (""kecap manis"", ""2 sdm""),
    (""kecap asin"", ""1 sdm""),
    (""garam"", ""1/2 sdt""),
    (""gula"", ""1/2 sdt""),
    (""air"", ""100 ml"")
]";6;"1) Tumis bawang putih, bawang merah, jahe, cabe rawit sampai harum dan layu
2) Masukkan daging kambing aduk sampai berubah warna
3) Tambahkan kecap manis, kecap asin, garam, gula dan air secukupnya
4) Ungkep sampai daging empuk. Cicipi
5) Sajikan dg ditaburi bawang goreng";5;102
132;tempe kering teri medan;tempe;"[
    (""papan tempe"", ""1 papan""),
    (""teri medan"", ""2 sdm""),
    (""daun jeruk"", ""2 lembar""),
    (""garam"", ""1/4 sdt""),
    (""gula merah"", ""1 sdm""),
    (""gula pasir"", ""1 sdt""),
    (""cabe merah"", ""3 buah""),
    (""bawang putih"", ""2 siung""),
    (""bawang merah"", ""3 siung"")
]";10;"1) Potong-potong tempe kecil memanjang, lalu goreng sampai kering
2) Goreng teri medan sampai matang dan kering. (Sebelumya teri medan saya cuci bersih biar ngk terlalu asin, lalu di jemur sampai kering, baru di goreng)
3) Tumis bumbu yang sudah di haluskan, tumis dengan minyak agak sedikit banyak. Tambahkan daun jeruk, gula merah, gula pasir dan garam, aduk rata, masak hingga matang dan bumbu mendidih agak kental. Matikan api lalu masukan tempe dan teri medan yg sudah di goreng tadi, aduk-aduk hingga tercampur rata. Angkat, dan sajikan.";3;96
133;telor balado pete;telur;"[
    (""telur ayam rebus"", ""2 butir""),
    (""papan pete"", ""1 papan""),
    (""serai"", ""1 batang, geprek""),
    (""daun jeruk"", ""2 lembar""),
    (""garam"", ""1/4 sdt""),
    (""kaldu jamur"", ""1/4 sdt""),
    (""air"", ""100 ml""),
    (""cabe merah keriting"", ""3 buah""),
    (""bawang merah"", ""3 siung""),
    (""bawang putih"", ""2 siung"")
]";10;"1) Panaskan minyak secukupnya, masukan bumbu halus+sereh+daun jeruk.Tumis sampai wangi. Beri air secukupnya, masukan garam+gula+kaldu jamur. Masukan pete. Masak sampai tidak bau langgu. Tes rasa.
2) Terakhir masukan telor rebus, aduk rata & masak sebentar. Voilaa.. Telor Balado Pete is ready! Uenakk!";2;96
135;bakso sapi;sapi;"[
    (""daging sapi"", ""250 gram""),
    (""tepung kanji"", ""3 sdm""),
    (""bawang merah goreng"", ""2 sdm""),
    (""bawang putih"", ""2 siung""),
    (""garam"", ""1/2 sdt""),
    (""merica bubuk"", ""1/4 sdt""),
    (""kaldu bubuk"", ""1/4 sdt""),
    (""putih telur"", ""1 butir""),
    (""batu es"", ""4 butir kecil"")
]";9;"1) Campur semua bahan dalam choper hingga halus.
2) Didihkan air,beri garam.
3) Ambil adonan bakso dengan bantuan tangan dan sendok,bentuk bulatan kecil.
4) Masukan dalam air mendidih hingga mengapung dan matang";4;96
138;tongkol jengkol balado;ikan;"[
    (""ikan tongkol"", ""200 gram, potong""),
    (""biji jengkol tua"", ""5 butir, belah""),
    (""jeruk nipis"", ""1 buah""),
    (""minyak goreng"", ""2 sdm""),
    (""garam"", ""1/2 sdt""),
    (""kaldu jamur"", ""1/4 sdt""),
    (""cabe merah keriting"", ""3 buah""),
    (""bawang putih"", ""2 siung""),
    (""bawang merah"", ""3 siung"")
]";9;"1) Cuci bersih ikan kemudian lumuri dengan air jeruk nipis&beri sedikit garam diamkan sebentar
2) Panaskan minyak goreng masukan jengkol masak hingga jengkol empuk,buang kulit nya&pipihkan sisihkan kemudian goreng ikan tongkol sampai matang angkat tiriskan
3) Bila minyak terlalu kotor ganti dengan yang baru&masukan bumbu halus tambahkan garam kemudian masak hingga bau langu cabe hilang tambahkan kaldu jamur tes rasa bila sudah pas campur rata tongkol&jengkol dengan bumbu balado salin ke wadah&sajikan";3;94
154;ayam geprek sambal korek;ayam;"[
    (""ayam"", ""250 gram, potong""),
    (""tepung bumbu instant"", ""3 sdm""),
    (""sambal geprek"", ""2 sdm""),
    (""bawang putih"", ""2 siung""),
    (""cabe rawit"", ""5 buah""),
    (""cabe merah"", ""2 buah""),
    (""jeruk kunci"", ""1 buah""),
    (""gula"", ""1/2 sdt""),
    (""garam"", ""1/2 sdt"")
]";8;"1) Bersihkan Ayam, lumuri dengan Tepung Bumbu hingga rata sambil diremas2. Tanpa menambah air, diamkan dalam kulkas min 1 jam. Goreng hingga matang, tiriskan.
2) Haluskan bumbu beri air jeruk kunci, koreksi rasa. Geprek Ayam goreng diatas sambal.
3) Huhaaahhh";3;89
163;tahu cabe garam;tahu;"[
    (""tahu putih"", ""1 kotak""),
    (""cabai rawit"", ""3 buah""),
    (""bawang putih"", ""2 siung""),
    (""tangkai daun bawang"", ""1 batang""),
    (""minyak"", ""2 sdm""),
    (""tepung tapioka"", ""2 sdm""),
    (""penyedap rasa"", ""1/4 sdt"")
]";7;"1) Pertama2 potong kotak kecil tahu
2) Lalu masukan tahu kedalam tepung tapioka yang sudah d tambahkan 1 sdm masako aduk2 sampai rata
3) Goreng hingga kecoklatan dan tiriskan
4) Siapkan 1 sdm minyak goreng masukan cabai yang sudah di iris dan bawang putih yg sudah di cop2 hingga harum.masukan tahu aduk rata tambahkan daun bawang yang sudah di iris tipis.dan wallaaaaa angkat makan pake nasi hangat";4;87
165;lele goreng;ikan;"[
    (""lele"", ""2 ekor""),
    (""cuka masak"", ""1 sdm""),
    (""tepung bumbu"", ""3 sdm""),
    (""air"", ""50 ml""),
    (""bawang putih"", ""2 siung""),
    (""kunyit"", ""1 ruas""),
    (""kemiri"", ""2 butir""),
    (""biji ketumbar"", ""1/2 sdt""),
    (""garam"", ""1/2 sdt"")
]";10;"1) Rendam lele dgn bumbu halus yg sdh diberi air dan cuka kurang lebih 15-30 menit
2) Sesaat sblm digoreng, taburi tepung bumbu lalu ratakan
3) Goreng dlm minyak banyak yg sdh panas dgn api sedang, goreng hingga kecoklatan
4) Angkat, sajikan";4;87
176;negi gyudon beef bowl toping daun bawang;sapi;"[
    (""daging sapi"", ""150 gram, iris tipis""),
    (""batang daun bawang"", ""1 batang""),
    (""kecap shoyu kikkoman"", ""2 sdm""),
    (""gula"", ""1/2 sdt""),
    (""air"", ""50 ml"")
]";5;"1) Potong daun bawang bagian batangnya sepanjang 2 cm
2) Susun daun bawang di fried pan kecil ditengah2, kemudian taruh daging sapi di sekitar daun bawang
3) Masukkan seluruh bumbu, tutup panci, nyalakan api kecil-sedang dan panaskan selama 5 menit
4) Matikan api, buka tutup panci, angkat dan sajikan";4;84
178;tumis tempe toge;tempe;"[
    (""papan tempe"", ""1 papan""),
    (""toge"", ""1 genggam""),
    (""bawang putih"", ""2 siung""),
    (""bawang merah"", ""3 siung""),
    (""cabe merah"", ""2 buah""),
    (""cabe rawit"", ""3 buah""),
    (""terasi"", ""1/4 sdt""),
    (""garam"", ""1/2 sdt""),
    (""gula"", ""1/2 sdt""),
    (""kaldu bubuk"", ""1/4 sdt""),
    (""minyak goreng"", ""2 sdm"")
]";10;"1) Panaskan minyak, goreng tempe 1/2 matang angkat sisihkan.
2) Gunakan sisa minyak utk menumis bumbu halus hingga wangi. Beri sedikit air, masukkan gula garam kaldu bubuk. Aduk rata.
3) Masukkan tempe. Aduk rata. Masak hingga air menyusut. Masukkan toge, aduk dan masak sebentar saja supaya toge tetap renyah. Angkat dan siap dihidangkan.";4;84
184;tumis sawi putih ati plus telur orak arik debm;telur;"[
    (""sawi putih"", ""100 gram""),
    (""ati ayam"", ""2 buah""),
    (""telur"", ""2 butir""),
    (""bawang merah"", ""3 siung""),
    (""bawang putih"", ""2 siung""),
    (""cabe rawit merah"", ""3 buah""),
    (""cabe merah"", ""2 buah""),
    (""penyedap"", ""1/4 sdt""),
    (""garam"", ""1/2 sdt"")
]";8;"1) Cuci bersih ati ayam lalu potong kecil2
2) Iris bawang merah, bawang putih, cabe rawit dan cabe merah lalu tumis hingga harum
3) Masukan ati ayam aduk2 sampai berubah warna, lalu masukan telur lalu orak arik
4) Masukan sawi putih lalu aduk,beri secukupnya penyedap, garam lalu aduk hingga bumbu merata dan meresap,
5) Angkat dan sajikan.";5;83
186;tahu crispy;tahu;"[
    (""tahu putih"", ""1 kotak""),
    (""bawang putih"", ""2 siung""),
    (""tepung tapioka"", ""3 sdm""),
    (""tepung instan sasa"", ""2 sdm""),
    (""kaldu ayam bubuk"", ""1/2 sdt""),
    (""garam"", ""1/2 sdt""),
    (""air"", ""50 ml"")
]";7;"1) Tahu dipotong dadu kecil2, cuci bersih dan tiriskan
2) Rendam tahu dengan bawang putih yg sudah dihaluskan dan beri sedikit air, tambahkan garam sejumput, diamkan -+15 sampai 20 menit (supaya bumbu meresap)
3) Dlm 1 wadah masukan tapioka, tepung instan dan kaldu ayam / sapi bubuk (selera) aduk merata
4) Panaskan minyak dlm wajan, dan ambil beberapa tahu lalu lumuri dengan adonan kering tepung campuran tadi, goreng dgn minyak panas namun api kecil, lakukan sampai habis, dan bisa disajikan dengan taburan bubuk cabai atau bubuk perasa lainnya. selesai";4;82
187;chicken terriyaki saos lada hitam;ayam;"[
    (""dada ayam fillet"", ""150 gram""),
    (""saos teriyaki saori"", ""1 sdm""),
    (""saos lada hitam saori"", ""1 sdm""),
    (""bawang putih"", ""2 siung""),
    (""bawang bombai"", ""1/2 buah""),
    (""cabe rawit"", ""2 buah""),
    (""kecap"", ""1 sdm"")
]";7;"1) Rendam ayam dengan saos teriyaki dan lada hitam 15menit
2) Tumis bawang putih dan bawang bombai sampai harum,masukkan irisan cabe
3) Masukkan dada ayam beserta soos rendaman,tambahkan kecap,aduk lalu beri air secukupnya
4) Masak hingga ayam matang dan air menyusut,angkat. Sajikan";4;82
195;dadar telor cah toge;telur;"[
    (""telur"", ""2 butir""),
    (""toge"", ""1 mangkuk""),
    (""bawang merah"", ""2 siung""),
    (""bawang putih"", ""2 siung""),
    (""cabe rawit"", ""3 buah""),
    (""batang daun bawang"", ""1 batang""),
    (""kecap manis"", ""1 sdm""),
    (""saus tiram"", ""1 sdm""),
    (""garam"", ""1/2 sdt""),
    (""merica bubuk"", ""1/4 sdt"")
]";9;"1) Buat dadar telor,lalu iris².
2) Panaskan minyak,tumis duo bawang sampai layu & harum,tambahkan cabe,aduk,masukkan irisan telor,bumbui garam,merica bubuk,kecap & saus tiram,aduk rata.
3) Masukkan toge & daun bawang,masak sebentar saja agar toge masih kres. Jangan lupa koreksi rasanya yaa...
4) Angkat & sajikan selagi hangat. Simpel,cepat,dan tentu saja enaak...
5) Saya udah prnh setor resep ini ke mba Vy pas lagi booming";5;81
199;nasi goreng salmon;ikan;"[
    (""salmon fillet"", ""100 gram""),
    (""nasi"", ""1 porsi""),
    (""garam"", ""1/2 sdt""),
    (""kecap manis"", ""1 sdm""),
    (""lada"", ""1/4 sdt""),
    (""bawang putih"", ""1 siung""),
    (""bawang merah"", ""2 siung"")
]";7;"1) Tumis sebagian bawang putih dan sedikit garam dengan 2 sdm minyak sayur. Kemudian masukkan salmon fillet yang sudah dipotong dadu sampai matang. Kemudian sisihkan
2) Lalu masukkan kembali 2sdm minyak sayur lalu tumis sebagian lagi bawang putih, bawang merah, garam sampai wangi lalu masukkan kecap manis kemudian terakhir masukkan nasi dan beri lada sesuai selera. Ratakan
3) Kalau rasa uda enak. Masukkan ikan salmon, tumis kembali sampai menyatu. Lalu angkat
4) Nasi goreng salmon siap disantap";4;80
